X,Y,State Code,County Code,Site Num,Parameter Code,POC,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
-117.123964,32.845709,"06","073","1016",88101,2,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,31,48,N,29,61,0,2,0,0,Certification not required,0,6.993548,3.56005,13.5,2022/06/22 00:00:00+00,13.1,2022/06/16 00:00:00+00,12.9,2022/04/11 00:00:00+00,12.4,2022/04/29 00:00:00+00,,,,,13.5,13.5,13.1,12.9,10.7,6.1,3.2,Kearny Villa Rd.,"6125A KEARNY VILLA RD., SAN DIEGO",California,San Diego,San Diego,"San Diego-Carlsbad, CA",2022/09/06
-117.08218,32.985442,"06","073","1017",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,57,47,N,57,122,0,3,0,0,Certification not required,0,7.724561,3.251718,14.7,2022/06/22 00:00:00+00,14.6,2022/06/01 00:00:00+00,14.5,2022/06/16 00:00:00+00,13.7,2022/04/11 00:00:00+00,,,,,14.7,14.6,14.5,12.4,10.1,7.3,3.6,San Diego -Rancho Carmel Drive,11403 Rancho Carmel Drive,California,San Diego,San Diego,"San Diego-Carlsbad, CA",2022/09/30
-116.944308,32.789565,"06","073","1022",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,174,48,N,174,365,0,7,0,0,Certification not required,0,9.278161,3.505583,26.4,2022/01/05 00:00:00+00,23.7,2022/01/07 00:00:00+00,19.8,2022/01/06 00:00:00+00,17.4,2022/04/27 00:00:00+00,,,,,23.7,17.4,14.8,13.5,11.2,9.2,5.6,El Cajon - Lexington Elementary School,533 First Street,California,San Diego,El Cajon,"San Diego-Carlsbad, CA",2022/09/06
-117.142665,32.710177,"06","073","1026",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,59,48,N,59,122,0,2,0,0,Certification not required,0,8.872881,3.176087,18.1,2022/01/14 00:00:00+00,15.7,2022/04/26 00:00:00+00,14.7,2022/06/22 00:00:00+00,14.4,2022/01/05 00:00:00+00,,,,,18.1,15.7,14.7,13.5,10.7,8.3,5,San Diego - Sherman Elementary School,450B 24th Street,California,San Diego,San Diego,"San Diego-Carlsbad, CA",2022/09/06
-117.142665,32.710177,"06","073","1026",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,13,4,N,13,365,0,0,0,0,Certification not required,0,10.769231,3.518377,16.3,2022/05/31 00:00:00+00,15.5,2022/05/19 00:00:00+00,14.5,2022/05/25 00:00:00+00,14.4,2022/05/30 00:00:00+00,,,,,16.3,16.3,16.3,15.5,14.4,9.4,7.2,San Diego - Sherman Elementary School,450B 24th Street,California,San Diego,San Diego,"San Diego-Carlsbad, CA",2022/11/09
-117.09023,33.362593,"06","073","1201",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),Events Included,181,50,N,181,365,0,0,0,0,Certification not required,0,10.249171,3.782542,22.4,2022/05/11 00:00:00+00,21.3,2022/04/10 00:00:00+00,20.8,2022/04/27 00:00:00+00,18.9,2022/01/07 00:00:00+00,,,,,21.3,18.9,16.4,14.9,13,9.8,5.7,Pala Airpad,"10848 HWY 76, PALA, CA 92059",California,San Diego,Pala,"San Diego-Carlsbad, CA",2022/09/19
-122.399044,37.765946,"06","075","0005",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,239,65,N,239,365,0,0,0,0,Certification not required,0,6.495397,4.580634,23.9,2022/01/13 00:00:00+00,20.2,2022/01/12 00:00:00+00,18.8,2022/01/26 00:00:00+00,18.3,2022/02/05 00:00:00+00,,,,,18.8,17.8,14.7,12.6,9.5,5.9,1.3,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,"San Francisco-Oakland-Hayward, CA",2022/10/18
-121.281414,37.961578,"06","077","1003",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,174,48,N,174,365,0,0,1,1,Certification not required,0,9.728736,9.199502,38.8,2022/02/05 00:00:00+00,35.2,2022/01/16 00:00:00+00,34.6,2022/01/23 00:00:00+00,33.5,2022/02/04 00:00:00+00,,,,,35.2,33.5,29.5,25.5,12.9,6.2,2.2,Stockton - University Park,"702 N Aurora Street, Stockton, CA 95202",California,San Joaquin,Stockton,"Stockton-Lodi, CA",2022/10/19
-121.247874,37.793392,"06","077","2010",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,84,23,N,84,365,0,0,2,2,Certification not required,0,15.572619,9.592182,37.6,2022/01/16 00:00:00+00,36.5,2022/02/04 00:00:00+00,34.2,2022/01/13 00:00:00+00,33.3,2022/01/23 00:00:00+00,,,,,37.6,36.5,33.1,27.7,22.7,13.8,4.6,Manteca,"530 Fishback Road Manteca, CA",California,San Joaquin,Manteca,"Stockton-Lodi, CA",2022/10/16
-120.56388,35.02083,"06","079","2004",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,0,0,Certification not required,0,8.197238,4.835476,24.1,2022/04/10 00:00:00+00,23.9,2022/06/13 00:00:00+00,22.3,2022/06/14 00:00:00+00,21.5,2022/04/09 00:00:00+00,,,,,23.9,21.5,18.2,14.3,10.5,7.2,3.1,Mesa2,"1300 GUADALUPE RD., NIPOMO, CA., 93444",California,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2022/09/27
-120.58777,35.04673,"06","079","2007",88101,1,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,180,49,N,180,365,0,0,0,0,Certification not required,0,11.179444,5.059784,26.8,2022/04/09 00:00:00+00,26.1,2022/04/10 00:00:00+00,25.9,2022/06/13 00:00:00+00,24.7,2022/05/30 00:00:00+00,,,,,26.1,24.7,21.7,17.8,14.6,10.1,5.5,Arroyo Grande CDF,"2391 Willow Road, Arroyo Grande, California",California,San Luis Obispo,Arroyo Grande,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2022/09/27
-120.64472,35.259502,"06","079","2020",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,176,48,N,176,365,0,0,0,0,Certification not required,0,7.408523,3.04073,20.2,2022/04/09 00:00:00+00,18.7,2022/05/19 00:00:00+00,16,2022/05/24 00:00:00+00,15,2022/05/22 00:00:00+00,,,,,18.7,15,13.2,11.7,9.1,6.8,4.2,SLO Roberto,3433 Roberto Ct.,California,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2022/09/27
-120.66617,35.49453,"06","079","8002",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,165,45,N,165,365,0,0,0,0,Certification not required,0,7.327879,5.136984,22.8,2022/01/20 00:00:00+00,22.4,2022/01/14 00:00:00+00,22,2022/01/15 00:00:00+00,19.5,2022/01/29 00:00:00+00,,,,,22.4,19.5,17.9,15.6,10.3,5.7,2.3,Atascadero,"5599 Traffic Way, Atascadero CA",California,San Luis Obispo,Atascadero,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2022/09/27
-122.20337,37.482934,"06","081","1001",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,236,65,N,236,365,0,0,0,0,Certification not required,0,6.544068,4.579623,23.7,2022/01/13 00:00:00+00,21.1,2022/02/05 00:00:00+00,20.5,2022/01/29 00:00:00+00,19.9,2022/02/12 00:00:00+00,,,,,20.5,19.7,15.7,13,9.2,5.6,1.8,Redwood City,897 BARRON AVE.,California,San Mateo,Redwood City,"San Francisco-Oakland-Hayward, CA",2022/10/18
-119.691218,34.427775,"06","083","0011",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,167,46,N,167,365,0,0,0,0,Certification not required,0,6.120359,3.570791,17.9,2022/04/09 00:00:00+00,16.7,2022/04/10 00:00:00+00,14.5,2022/06/15 00:00:00+00,14.3,2022/05/18 00:00:00+00,,,,,16.7,14.3,13,11,8.4,5.5,2,Santa Barbara,700 E. CANON PERDIDO,California,Santa Barbara,Santa Barbara,"Santa Maria-Santa Barbara, CA",2022/09/29
-120.4575,34.63782,"06","083","2004",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,177,48,N,177,365,0,0,0,0,Certification not required,0,6.40226,3.378238,20.7,2022/04/09 00:00:00+00,17.3,2022/04/10 00:00:00+00,16,2022/05/18 00:00:00+00,16,2022/05/19 00:00:00+00,,,,,17.3,16,12.9,10.9,8.2,5.7,3,Lompoc H Street,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,"Santa Maria-Santa Barbara, CA",2022/09/27
-119.8284,34.44551,"06","083","2011",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,177,48,N,177,365,0,0,0,0,Certification not required,0,5.391525,2.964331,15.4,2022/04/09 00:00:00+00,15.2,2022/04/10 00:00:00+00,12.7,2022/04/06 00:00:00+00,12.7,2022/05/31 00:00:00+00,,,,,15.2,12.7,10.5,9.4,7.4,4.8,1.8,Goleta,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,"Santa Maria-Santa Barbara, CA",2022/09/29
-121.574684,36.999571,"06","085","0002",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,218,60,N,218,365,0,0,0,0,Certification not required,0,6.258716,2.57246,15.6,2022/04/09 00:00:00+00,13.8,2022/01/18 00:00:00+00,12.2,2022/01/13 00:00:00+00,12.1,2022/04/26 00:00:00+00,,,,,12.2,11.6,10.7,9.7,8,6,3.2,Gilroy,9TH & PRINCEVILLE,California,Santa Clara,Gilroy,"San Jose-Sunnyvale-Santa Clara, CA",2022/10/18
-121.894898,37.348497,"06","085","0005",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,30,24,N,29,122,0,0,0,0,Certification not required,0,12.493333,7.098078,28.3,2022/01/17 00:00:00+00,27.6,2022/01/29 00:00:00+00,22.8,2022/02/07 00:00:00+00,22.6,2022/02/01 00:00:00+00,,,,,28.3,28.3,27.6,22.8,17.4,10.5,4.3,San Jose - Jackson,158B JACKSON ST,California,Santa Clara,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",2022/07/18
-121.894898,37.348497,"06","085","0005",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,243,67,N,243,365,0,0,0,0,Certification not required,0,9.184774,4.968294,27.3,2022/01/01 00:00:00+00,26.7,2022/01/17 00:00:00+00,25.2,2022/01/29 00:00:00+00,25.1,2022/02/05 00:00:00+00,,,,,25.2,22.6,18.7,16.8,11.4,7.9,4.4,San Jose - Jackson,158B JACKSON ST,California,Santa Clara,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",2022/10/18
-121.849783,37.338135,"06","085","0006",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,237,65,N,237,365,0,0,0,0,Certification not required,0,7.665401,5.057155,26.5,2022/02/05 00:00:00+00,24.9,2022/01/29 00:00:00+00,23.4,2022/01/17 00:00:00+00,22.2,2022/02/01 00:00:00+00,,,,,23.4,21.9,18,15.2,10.1,6.4,2.5,San Jose - Knox Avenue,1007 Knox Ave,California,Santa Clara,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",2022/10/18
-121.98822,36.98332,"06","087","0007",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,174,48,N,174,365,0,0,0,0,Certification not required,0,6.417816,2.684848,13,2022/04/09 00:00:00+00,12.2,2022/01/24 00:00:00+00,12.1,2022/05/19 00:00:00+00,12,2022/01/18 00:00:00+00,,,,,12.2,12,11.4,10.4,8,6.3,3.3,Santa Cruz,960 Bostwick Lane,California,Santa Cruz,Live Oak,"Santa Cruz-Watsonville, CA",2022/09/30
-122.083092,37.06315,"06","087","1005",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,0,0,Certification not required,0,6.221111,3.513585,13.7,2022/01/23 00:00:00+00,13.7,2022/01/31 00:00:00+00,13,2022/01/27 00:00:00+00,12.4,2022/01/03 00:00:00+00,,,,,13.7,13.7,12.4,11.9,8.8,5.7,2.2,San Lorenzo Valley Middle School,"7179 Hacienda Way, Felton CA 95018",California,Santa Cruz,,"Santa Cruz-Watsonville, CA",2022/06/29
-122.38092,40.55013,"06","089","0004",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,16,48,N,15,31,0,2,0,0,Certification not required,0,3.8875,1.937309,8.2,2022/07/28 00:00:00+00,6.7,2022/03/18 00:00:00+00,6.7,2022/05/05 00:00:00+00,4.6,2022/06/22 00:00:00+00,,,,,8.2,8.2,8.2,6.7,4.6,3.6,2.3,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,"Redding, CA",2022/10/06
-122.237976,38.102507,"06","095","0004",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,238,65,N,238,365,0,0,0,0,Certification not required,0,7.22437,5.330083,27,2022/01/01 00:00:00+00,27,2022/01/23 00:00:00+00,26.9,2022/02/05 00:00:00+00,23.1,2022/02/04 00:00:00+00,,,,,26.9,23,17.9,13.3,10,6.1,1.6,Vallejo,304 TUOLUMNE ST.,California,Solano,Vallejo,"Vallejo-Fairfield, CA",2022/10/18
-122.237976,38.102507,"06","095","0004",88101,4,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,238,65,N,238,365,0,0,0,0,Certification not required,0,7.752941,5.185094,28.2,2022/01/23 00:00:00+00,27.4,2022/02/05 00:00:00+00,26.7,2022/01/01 00:00:00+00,23.7,2022/01/15 00:00:00+00,,,,,26.7,23.3,17.6,14.6,10.3,6.5,2.5,Vallejo,304 TUOLUMNE ST.,California,Solano,Vallejo,"Vallejo-Fairfield, CA",2022/10/18
-122.818294,38.403765,"06","097","0004",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,228,62,N,228,365,0,0,0,0,Certification not required,0,5.757456,3.653673,16.7,2022/01/16 00:00:00+00,16,2022/01/17 00:00:00+00,15.2,2022/01/27 00:00:00+00,15.2,2022/05/21 00:00:00+00,,,,,15.2,15,13,11.5,8,5,1.6,Sebastopol,"103 Morris Street,",California,Sonoma,Sebastopol,"Santa Rosa, CA",2022/10/18
-120.994212,37.642165,"06","099","0005",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,6,6,Certification not required,0,14.313812,8.637977,39.5,2022/01/13 00:00:00+00,37.5,2022/02/05 00:00:00+00,36.8,2022/01/12 00:00:00+00,36.4,2022/01/16 00:00:00+00,,,,,37.5,36.4,32.8,29.6,16.5,10.5,7.1,Modesto-14th Street,"814 14TH ST., MODESTO",California,Stanislaus,Modesto,"Modesto, CA",2022/10/13
-120.836008,37.488317,"06","099","0006",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,88,24,N,88,365,0,0,2,2,Certification not required,0,16.339773,9.421454,39.3,2022/01/13 00:00:00+00,38.8,2022/02/05 00:00:00+00,35.1,2022/01/22 00:00:00+00,34,2022/01/16 00:00:00+00,,,,,39.3,38.8,33.8,29.2,23.7,14.5,5.8,Turlock,"900 S MINARET STREET, TURLOCK, CA",California,Stanislaus,Turlock,"Modesto, CA",2022/10/18
-121.618549,39.138773,"06","101","0003",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,177,48,N,177,365,0,0,1,1,Certification not required,0,10.875706,6.595654,36.1,2022/01/23 00:00:00+00,29.8,2022/01/26 00:00:00+00,28.5,2022/02/04 00:00:00+00,27.7,2022/01/30 00:00:00+00,,,,,29.8,27.7,25.3,22.4,12.9,8.7,4.9,Yuba City,"773 ALMOND ST, YUBA CITY",California,Sutter,Yuba City,"Yuba City, CA",2022/10/20
-121.618549,39.138773,"06","101","0003",88101,4,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,177,48,N,177,365,0,0,0,0,Certification not required,0,8.368362,6.767437,35.1,2022/01/23 00:00:00+00,28.4,2022/01/26 00:00:00+00,27,2022/02/04 00:00:00+00,26.1,2022/02/05 00:00:00+00,,,,,28.4,26.1,24,20.2,10.5,6.2,2.5,Yuba City,"773 ALMOND ST, YUBA CITY",California,Sutter,Yuba City,"Yuba City, CA",2022/10/20
-122.25556,40.17093,"06","103","0007",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,165,45,N,165,365,0,0,0,0,Certification not required,0,4.309697,2.573865,15.1,2022/01/20 00:00:00+00,13.6,2022/03/02 00:00:00+00,11.9,2022/01/02 00:00:00+00,11.5,2022/01/12 00:00:00+00,,,,,13.6,11.5,9,7.9,5.6,3.8,1.6,Red Bluff-Walnut St. District Office,"1834 Walnut Street, Red Bluff, CA 96080",California,Tehama,Red Bluff,"Red Bluff, CA",2022/09/27
-118.82915,36.48947,"06","107","0009",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),Events Included,201,55,N,201,365,0,0,0,0,Certification not required,0,7.340796,3.970293,23.9,2022/06/16 00:00:00+00,21.2,2022/02/01 00:00:00+00,20.1,2022/02/02 00:00:00+00,19.5,2022/01/19 00:00:00+00,,,,,20.1,18.7,15,12.2,9.2,6.5,3.1,Sequoia & Kings Canyon NPs - Ash Mountain,SEQUOIA & KINGS CANYON NP,California,Tulare,,"Visalia-Porterville, CA",2022/09/19
-119.3129,36.30815,"06","107","2003",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,107,29,N,107,365,0,0,9,9,Certification not required,0,16.780374,10.32486,46.1,2022/01/19 00:00:00+00,45.7,2022/01/20 00:00:00+00,43.5,2022/01/21 00:00:00+00,41.2,2022/01/14 00:00:00+00,,,,,45.7,43.5,39.7,31.2,24.1,12.6,6.7,,"2005 West Ashland Avenue, Suite G, Visalia, CA, 93277",California,Tulare,Visalia,"Visalia-Porterville, CA",2022/11/08
-118.870509,34.210169,"06","111","0007",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,234,64,N,234,365,0,0,0,0,Certification not required,0,8.492735,3.803126,20.6,2022/01/08 00:00:00+00,18.1,2022/04/10 00:00:00+00,17.7,2022/04/09 00:00:00+00,16.7,2022/05/02 00:00:00+00,,,,,17.7,16.5,15.1,13.5,10.9,8.2,3.6,Thousand Oaks,"2323 Moorpark Road, Thousand Oaks, CA  91360",California,Ventura,Thousand Oaks,"Oxnard-Thousand Oaks-Ventura, CA",2022/11/08
-118.80998,34.404281,"06","111","0009",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,239,65,N,239,365,0,0,0,0,Certification not required,0,6.478243,3.518909,15.2,2022/04/10 00:00:00+00,14.6,2022/07/05 00:00:00+00,13.9,2022/04/27 00:00:00+00,13.3,2022/08/21 00:00:00+00,,,,,13.9,13.2,12,11.1,9,6.7,1.5,Piru - Pacific,"3301 PACIFIC AVENUE, PIRU, CA  93040",California,Ventura,Piru,"Oxnard-Thousand Oaks-Ventura, CA",2022/11/08
-119.2313,34.44806,"06","111","1004",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,238,65,N,238,365,0,0,0,0,Certification not required,0,5.867647,2.43151,15.5,2022/04/10 00:00:00+00,13.6,2022/04/27 00:00:00+00,13,2022/01/08 00:00:00+00,12.1,2022/06/02 00:00:00+00,,,,,13,11.6,10.1,9.1,7.4,5.5,3,Ojai - East Ojai Ave,"1201 E. OJAI AVENUE, OJAI, CA  93023",California,Ventura,Ojai,"Oxnard-Thousand Oaks-Ventura, CA",2022/11/08
-118.683685,34.276316,"06","111","2002",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,238,65,N,238,365,0,0,0,0,Certification not required,0,7.710084,4.096781,22.7,2022/01/08 00:00:00+00,19.1,2022/02/01 00:00:00+00,18,2022/01/07 00:00:00+00,17.8,2022/07/05 00:00:00+00,,,,,18,17,15,13.1,10,7.6,2.6,Simi Valley-Cochran Street,"5400 COCHRAN STREET, SIMI VALLEY, CA  93063",California,Ventura,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",2022/11/08
-118.683685,34.276316,"06","111","2002",88101,4,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,238,65,N,238,365,0,0,0,0,Certification not required,0,6.82563,4.226805,21.7,2022/01/08 00:00:00+00,18,2022/02/01 00:00:00+00,17.3,2022/07/05 00:00:00+00,16.6,2022/04/27 00:00:00+00,,,,,17.3,16.5,14.4,12.2,9.4,7,1,Simi Valley-Cochran Street,"5400 COCHRAN STREET, SIMI VALLEY, CA  93063",California,Ventura,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",2022/11/08
-119.143182,34.25239,"06","111","3001",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,239,65,N,239,365,0,0,0,0,Certification not required,0,6.713389,3.547645,18.5,2022/04/09 00:00:00+00,18.4,2022/01/08 00:00:00+00,15.6,2022/02/01 00:00:00+00,15.5,2022/04/10 00:00:00+00,,,,,15.6,14.1,12.5,11.4,9.1,6.4,2.2,El Rio-Rio Mesa School #2,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,,"Oxnard-Thousand Oaks-Ventura, CA",2022/11/08
-121.73269,38.66121,"06","113","1003",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,33,54,N,33,61,0,2,0,0,Certification not required,0,7.221212,6.213984,28.7,2022/02/04 00:00:00+00,27,2022/01/23 00:00:00+00,17.6,2022/01/11 00:00:00+00,11.7,2022/02/10 00:00:00+00,,,,,28.7,28.7,27,11.7,7.7,5.6,2.7,Woodland-Gibson Road,"41929 E. GIBSON ROAD, WOODLAND",California,Yolo,Woodland,"Sacramento--Roseville--Arden-Arcade, CA",2022/10/06
